senderTs,senderMbps,receiverTs,receiverMbps
837.0,0.0,837.0,0.0579
838.0,0.0,838.0,0.0348
839.0,0.0,839.0,0.0463
840.0,0.0,840.0,0.0232
841.0,0.0,841.0,0.0463
842.0,0.0,842.0,0.0348
843.0,0.0,843.0,0.0463
844.0,0.0,844.0,0.0463
845.0,0.0,845.0,0.0348
846.0,0.0,846.0,0.0579
847.0,0.521,847.0,0.0463
848.0,0.0,848.0,0.0348
849.0,0.0,849.0,0.0463
850.0,0.0,850.0,0.0463
851.0,0.0,851.0,0.0463
852.0,0.0,852.0,0.0348
853.0,0.0,853.0,0.0579
854.0,0.0,854.0,0.0463
855.0,0.0,855.0,0.0116
856.0,0.0,856.0,0.0232
857.0,0.521,857.0,0.0463
858.0,0.0,858.0,0.0463
859.0,0.0,859.0,0.0348
860.0,0.0,860.0,0.0463
861.0,0.0,861.0,0.0579
862.0,0.0,862.0,0.0579
863.0,0.0,863.0,0.0348
864.0,0.0,864.0,0.0463
865.0,0.0,865.0,0.0579
866.0,0.0,866.0,0.0463
867.0,0.0,867.0,0.0579
868.0,0.0,868.0,0.0463
869.0,0.521,869.0,0.0348
870.0,0.0,870.0,0.0463
871.0,0.0,871.0,0.0695
872.0,0.0,872.0,0.0579
873.0,0.0,873.0,0.0463
874.0,0.0,874.0,0.0348
875.0,0.0,875.0,0.0579
876.0,0.0,876.0,0.0463
877.0,0.0,877.0,0.0463
878.0,0.0,878.0,0.0463
879.0,0.0,879.0,0.0579
880.0,0.521,880.0,0.0579
881.0,0.0,881.0,0.0463
882.0,0.0,882.0,0.0348
883.0,0.0,883.0,0.0579
884.0,0.0,884.0,0.104
885.0,0.0,885.0,0.0579
886.0,0.0,886.0,0.0463
887.0,0.0,887.0,0.0463
888.0,0.0,888.0,0.0348
889.0,0.521,889.0,0.0579
890.0,0.0,890.0,0.0463
891.0,0.0,891.0,0.0579
892.0,0.0,892.0,0.0463
893.0,0.0,893.0,0.0695
894.0,0.0,894.0,0.0463
895.0,0.0,895.0,0.0695
896.0,0.0,896.0,0.0463
897.0,0.0,897.0,0.0579
898.0,0.521,898.0,0.0579
899.0,0.0,899.0,0.0463
900.0,0.0,900.0,0.0579
901.0,0.0,901.0,0.0579
902.0,0.0,902.0,0.0695
903.0,0.0,903.0,0.0348
904.0,0.0,904.0,0.0579
905.0,0.0,905.0,0.0579
906.0,0.0,906.0,0.0811
907.0,0.521,907.0,0.0579
908.0,0.0,908.0,0.0463
909.0,0.0,909.0,0.0348
910.0,0.0,910.0,0.0463
911.0,0.0,911.0,0.0579
912.0,0.0,912.0,0.0463
913.0,0.0,913.0,0.0348
914.0,0.0,914.0,0.0463
915.0,0.0,915.0,0.0463
916.0,0.0,916.0,0.0695
917.0,0.0,917.0,0.0348
918.0,0.0,918.0,0.0579
919.0,0.521,919.0,0.0463
920.0,0.0,920.0,0.0579
921.0,0.0,921.0,0.0695
922.0,0.0,922.0,0.0695
923.0,0.0,923.0,0.0463
924.0,0.0,924.0,0.0116
925.0,0.0,925.0,0.0579
926.0,0.0,926.0,0.0463
927.0,0.0,927.0,0.0579
928.0,0.0,928.0,0.0463
929.0,0.0,929.0,0.0348
930.0,0.521,930.0,0.0463
931.0,0.0,931.0,0.0579
932.0,0.0,932.0,0.0463
933.0,0.0,933.0,0.0463
934.0,0.0,934.0,0.0695
935.0,0.0,935.0,0.116
936.0,0.0,936.0,0.0695
937.0,0.521,937.0,0.0463
938.0,0.0,938.0,0.0579
939.0,0.0,939.0,0.0695
940.0,0.0,940.0,0.0695
941.0,0.0,941.0,0.0579
942.0,0.0,942.0,0.0579
943.0,0.0,943.0,0.0695
944.0,0.0,944.0,0.0579
945.0,0.0,945.0,0.0695
946.0,0.0,946.0,0.0579
947.0,0.521,947.0,0.104
948.0,0.0,948.0,0.0811
949.0,0.0,949.0,0.0811
950.0,0.0,950.0,0.0927
951.0,0.0,951.0,0.0695
952.0,0.521,952.0,0.0811
953.0,0.0,953.0,0.0927
954.0,0.0,954.0,0.0811
955.0,0.0,955.0,0.0811
956.0,0.0,956.0,0.0695
957.0,0.0,957.0,0.0811
958.0,0.0,958.0,0.0695
959.0,0.521,959.0,0.0811
960.0,0.0,960.0,0.0927
961.0,0.0,961.0,0.0811
962.0,0.0,962.0,0.0927
963.0,0.0,963.0,0.0927
964.0,0.0,964.0,0.0811
965.0,0.521,965.0,0.104
966.0,0.0,966.0,0.0811
967.0,0.0,967.0,0.0927
968.0,0.0,968.0,0.0811
969.0,0.0,969.0,0.104
970.0,0.0,970.0,0.0695
971.0,0.521,971.0,0.104
972.0,0.0,972.0,0.0811
973.0,0.0,973.0,0.0811
974.0,0.0,974.0,0.0927
975.0,0.0,975.0,0.0811
976.0,0.0,976.0,0.0811
977.0,0.521,977.0,0.0695
978.0,0.0,978.0,0.0927
979.0,0.0,979.0,0.0927
980.0,0.0,980.0,0.104
981.0,0.0,981.0,0.0927
982.0,0.0,982.0,0.0811
983.0,0.521,983.0,0.0927
984.0,0.0,984.0,0.0695
985.0,0.0,985.0,0.0811
986.0,0.0,986.0,0.0811
987.0,0.0,987.0,0.0811
988.0,0.0,988.0,0.0811
989.0,0.0,989.0,0.0811
990.0,0.521,990.0,0.0695
991.0,0.0,991.0,0.0927
992.0,0.0,992.0,0.104
993.0,0.0,993.0,0.104
994.0,0.0,994.0,0.0811
995.0,0.0,995.0,0.0811
996.0,0.521,996.0,0.116
997.0,0.0,997.0,0.0463
998.0,0.0,998.0,0.0811
999.0,0.0,999.0,0.0579
1000.0,0.0,1000.0,0.0811
1001.0,0.0,1001.0,0.0811
1002.0,0.521,1002.0,0.0579
1003.0,0.0,1003.0,0.0927
1004.0,0.0,1004.0,0.104
1005.0,0.0,1005.0,0.104
1006.0,0.0,1006.0,0.104
1007.0,0.0,1007.0,0.0811
1008.0,0.521,1008.0,0.0927
1009.0,0.0,1009.0,0.0695
1010.0,0.0,1010.0,0.0579
1011.0,0.0,1011.0,0.0811
1012.0,0.0,1012.0,0.0579
1013.0,0.0,1013.0,0.0811
1014.0,0.0,1014.0,0.0811
1015.0,0.0,1015.0,0.0811
1016.0,0.521,1016.0,0.0927
1017.0,0.0,1017.0,0.0927
1018.0,0.0,1018.0,0.116
1019.0,0.0,1019.0,0.0927
1020.0,0.0,1020.0,0.139
1021.0,0.521,1021.0,0.0579
1022.0,0.0,1022.0,0.0579
1023.0,0.0,1023.0,0.0579
1024.0,0.0,1024.0,0.0811
1025.0,0.0,1025.0,0.0927
1026.0,0.0,1026.0,0.0811
1027.0,0.0,1027.0,0.104
1028.0,0.521,1028.0,0.104
1029.0,0.0,1029.0,0.0927
1030.0,0.0,1030.0,0.0927
1031.0,0.0,1031.0,0.116
1032.0,0.0,1032.0,0.151
1033.0,0.521,1033.0,0.0927
1034.0,0.0,1034.0,0.0579
1035.0,0.0,1035.0,0.0579
1036.0,0.0,1036.0,0.0927
1037.0,0.0,1037.0,0.116
1038.0,0.521,1038.0,0.0695
1039.0,0.0,1039.0,0.0811
1040.0,0.0,1040.0,0.116
1041.0,0.0,1041.0,0.104
1042.0,0.0,1042.0,0.104
1043.0,0.0,1043.0,0.104
1044.0,0.0,1044.0,0.104
1045.0,0.521,1045.0,0.151
1046.0,0.0,1046.0,0.0695
1047.0,0.0,1047.0,0.104
1048.0,0.521,1048.0,0.0927
1049.0,0.0,1049.0,0.104
1050.0,0.0,1050.0,0.104
1051.0,0.0,1051.0,0.116
1052.0,0.0,1052.0,0.104
1053.0,0.0,1053.0,0.104
1054.0,0.521,1054.0,0.0811
1055.0,0.0,1055.0,0.0927
1056.0,0.0,1056.0,0.0927
1057.0,0.0,1057.0,0.0927
1058.0,0.0,1058.0,0.0463
1059.0,0.521,1059.0,0.0811
1060.0,0.0,1060.0,0.0927
1061.0,0.0,1061.0,0.0811
1062.0,0.0,1062.0,0.0927
1063.0,0.0,1063.0,0.104
1064.0,0.0,1064.0,0.0927
1065.0,0.0,1065.0,0.104
1066.0,0.521,1066.0,0.104
1067.0,0.0,1067.0,0.0811
1068.0,0.0,1068.0,0.0927
1069.0,0.0,1069.0,0.0695
1070.0,0.0,1070.0,0.0811
1071.0,0.0,1071.0,0.0116
1072.0,0.521,1072.0,0.0348
1073.0,0.0,1073.0,0.0348
1074.0,0.0,1074.0,0.127
1075.0,0.0,1075.0,0.116
1076.0,0.0,1076.0,0.116
1077.0,0.0,1077.0,0.0811
1078.0,0.0,1078.0,0.0927
1079.0,0.0,1079.0,0.116
1080.0,0.521,1080.0,0.116
1081.0,0.0,1081.0,0.104
1082.0,0.0,1082.0,0.104
1083.0,0.0,1083.0,0.104
1084.0,0.0,1084.0,0.104
1085.0,0.0,1085.0,0.0
1086.0,0.521,1086.0,0.0
1087.0,0.0,1087.0,0.0
1088.0,0.0,1088.0,0.0463
1089.0,0.0,1089.0,0.0116
1090.0,0.521,1090.0,0.0695
1091.0,0.0,1091.0,0.0695
1092.0,0.0,1092.0,0.104
1093.0,0.0,1093.0,0.104
1094.0,0.0,1094.0,0.0695
1095.0,0.0,1095.0,0.104
1096.0,0.0,1096.0,0.162
1097.0,0.0,1097.0,0.151
1098.0,0.0,1098.0,0.104
1099.0,0.521,1099.0,0.0579
1100.0,0.0,1100.0,0.0927
1101.0,0.0,1101.0,0.0927
1102.0,0.0,1102.0,0.0232
1103.0,0.521,1103.0,0.0348
1104.0,0.0,1104.0,0.0232
1105.0,0.0,1105.0,0.116
1106.0,0.0,1106.0,0.104
1107.0,0.0,1107.0,0.0811
1108.0,0.0,1108.0,0.104
1109.0,0.521,1109.0,0.104
1110.0,0.0,1110.0,0.151
1111.0,0.0,1111.0,0.104
1112.0,0.0,1112.0,0.104
1113.0,0.0,1113.0,0.104
1114.0,0.521,1114.0,0.151
1115.0,0.0,1115.0,0.0579
1116.0,0.0,1116.0,0.0463
1117.0,0.0,1117.0,0.0116
1118.0,0.0,1118.0,0.0927
1119.0,0.0,1119.0,0.0927
1120.0,0.0,1120.0,0.104
1121.0,0.0,1121.0,0.0927
1122.0,0.521,1122.0,0.0811
1123.0,0.0,1123.0,0.0811
1124.0,0.0,1124.0,0.127
1125.0,0.0,1125.0,0.174
1126.0,0.521,1126.0,0.174
1127.0,0.0,1127.0,0.139
1128.0,0.521,1128.0,0.0695
1129.0,0.0,1129.0,0.0463
1130.0,0.0,1130.0,0.0811
1131.0,0.0,1131.0,0.116
1132.0,0.0,1132.0,0.0811
1133.0,0.0,1133.0,0.0927
1134.0,0.0,1134.0,0.116
1135.0,0.521,1135.0,0.0463
1136.0,0.0,1136.0,0.104
1137.0,0.0,1137.0,0.0927
1138.0,0.0,1138.0,0.0811
1139.0,0.0,1139.0,0.0811
1140.0,0.0,1140.0,0.116
1141.0,0.521,1141.0,0.0463
1142.0,0.0,1142.0,0.174
1143.0,0.0,1143.0,0.127
1144.0,0.0,1144.0,0.104
1145.0,0.521,1145.0,0.0811
1146.0,0.0,1146.0,0.0579
1147.0,0.0,1147.0,0.0695
1148.0,0.0,1148.0,0.0695
1149.0,0.0,1149.0,0.0579
1150.0,0.0,1150.0,0.0579
1151.0,0.0,1151.0,0.0695
1152.0,0.521,1152.0,0.0811
1153.0,0.0,1153.0,0.0463
1154.0,0.0,1154.0,0.139
1155.0,0.0,1155.0,0.127
1156.0,0.0,1156.0,0.0927
1157.0,0.0,1157.0,0.0927
1158.0,0.521,1158.0,0.0811
1159.0,0.0,1159.0,0.0695
1160.0,0.0,1160.0,0.0695
1161.0,0.0,1161.0,0.0463
1162.0,0.0,1162.0,0.0463
1163.0,0.0,1163.0,0.0579
1164.0,0.0,1164.0,0.0348
1165.0,0.521,1165.0,0.0463
1166.0,0.0,1166.0,0.0927
1167.0,0.0,1167.0,0.127
1168.0,0.0,1168.0,0.127
1169.0,0.0,1169.0,0.116
1170.0,0.0,1170.0,0.0927
1171.0,0.0,1171.0,0.116
1172.0,0.521,1172.0,0.116
1173.0,0.0,1173.0,0.0927
1174.0,0.0,1174.0,0.127
1175.0,0.0,1175.0,0.0811
1176.0,0.521,1176.0,0.139
1177.0,0.0,1177.0,0.116
1178.0,0.0,1178.0,0.116
1179.0,0.0,1179.0,0.116
1180.0,0.521,1180.0,0.116
1181.0,0.0,1181.0,0.116
1182.0,0.0,1182.0,0.104
1183.0,0.0,1183.0,0.0811
1184.0,0.0,1184.0,0.0927
1185.0,0.0,1185.0,0.0579
1186.0,0.521,1186.0,0.0811
1187.0,0.0,1187.0,0.0695
1188.0,0.0,1188.0,0.0579
1189.0,0.0,1189.0,0.0695
1190.0,0.0,1190.0,0.0695
1191.0,0.0,1191.0,0.0348
1192.0,0.521,1192.0,0.185
1193.0,0.0,1193.0,0.232
1194.0,0.0,1194.0,0.185
1195.0,0.521,1195.0,0.151
1196.0,0.0,1196.0,0.116
1197.0,0.0,1197.0,0.0811
1198.0,0.0,1198.0,0.0927
1199.0,0.0,1199.0,0.0348
1200.0,0.0,1200.0,0.0927
1201.0,0.0,1201.0,0.0348
1202.0,0.521,1202.0,0.0695
1203.0,0.0,1203.0,0.0463
1204.0,0.0,1204.0,0.0232
1205.0,3.13,1205.0,0.151
1206.0,0.0,1206.0,0.22
1207.0,0.521,1207.0,0.266
1208.0,0.0,1208.0,0.255
1209.0,0.521,1209.0,0.22
1210.0,0.0,1210.0,0.162
1211.0,0.0,1211.0,0.209
1212.0,0.0,1212.0,0.162
1213.0,0.521,1213.0,0.0927
1214.0,0.0,1214.0,0.162
1215.0,0.0,1215.0,0.0927
1216.0,0.0,1216.0,0.0695
1217.0,0.521,1217.0,0.0927
1218.0,0.0,1218.0,0.0579
1219.0,0.0,1219.0,0.0
1220.0,0.0,1220.0,0.0
1221.0,0.0,1221.0,0.0463
1222.0,0.521,1222.0,0.255
1223.0,0.0,1223.0,0.209
1224.0,0.0,1224.0,0.185
1225.0,0.521,1225.0,0.162
1226.0,0.0,1226.0,0.185
1227.0,0.0,1227.0,0.266
1228.0,0.521,1228.0,0.209
1229.0,0.0,1229.0,0.151
1230.0,0.0,1230.0,0.174
1231.0,0.521,1231.0,0.197
1232.0,0.0,1232.0,0.139
1233.0,0.0,1233.0,0.127
1234.0,0.521,1234.0,0.162
1235.0,0.521,1235.0,0.0116
1236.0,0.0,1236.0,0.0463
1237.0,0.0,1237.0,0.0116
1238.0,0.0,1238.0,0.197
1239.0,0.0,1239.0,0.185
1240.0,0.0,1240.0,0.162
1241.0,0.0,1241.0,0.162
1242.0,0.0,1242.0,0.209
1243.0,0.0,1243.0,0.185
1244.0,0.521,1244.0,0.174
1245.0,0.0,1245.0,0.151
1246.0,0.0,1246.0,0.278
1247.0,0.521,1247.0,0.185
1248.0,0.0,1248.0,0.174
1249.0,0.521,1249.0,0.185
1250.0,0.0,1250.0,0.174
1251.0,0.521,1251.0,0.162
1252.0,0.0,1252.0,0.0
1253.0,0.521,1253.0,0.0463
1254.0,0.0,1254.0,0.0
1255.0,0.0,1255.0,0.0463
1256.0,0.0,1256.0,0.151
1257.0,0.0,1257.0,0.174
1258.0,0.521,1258.0,0.22
1259.0,0.521,1259.0,0.197
1260.0,0.0,1260.0,0.185
1261.0,0.521,1261.0,0.174
1262.0,0.0,1262.0,0.0927
1263.0,0.0,1263.0,0.209
1264.0,0.521,1264.0,0.127
1265.0,0.0,1265.0,0.151
1266.0,0.521,1266.0,0.116
1267.0,0.0,1267.0,0.0811
1268.0,0.521,1268.0,0.0232
1269.0,0.0,1269.0,0.0232
1270.0,0.0,1270.0,0.0232
1271.0,0.0,1271.0,0.151
1272.0,0.0,1272.0,0.174
1273.0,0.0,1273.0,0.185
1274.0,0.0,1274.0,0.197
1275.0,0.0,1275.0,0.185
1276.0,0.521,1276.0,0.209
1277.0,0.0,1277.0,0.174
1278.0,0.0,1278.0,0.174
1279.0,0.0,1279.0,0.209
1280.0,0.521,1280.0,0.278
1281.0,0.0,1281.0,0.0
1282.0,0.521,1282.0,0.0
1283.0,0.521,1283.0,0.0463
1284.0,0.0,1284.0,0.0
1285.0,0.0,1285.0,0.0116
1286.0,0.0,1286.0,0.116
1287.0,0.0,1287.0,0.174
1288.0,0.0,1288.0,0.209
1289.0,0.0,1289.0,0.185
1290.0,1.56,1290.0,0.209
1291.0,0.521,1291.0,0.162
1292.0,0.0,1292.0,0.185
1293.0,0.0,1293.0,0.266
1294.0,0.0,1294.0,0.22
1295.0,0.0,1295.0,0.116
1296.0,0.521,1296.0,0.162
1297.0,0.0,1297.0,0.266
1298.0,0.0,1298.0,0.174
1299.0,0.0,1299.0,0.162
1300.0,0.521,1300.0,0.139
1301.0,0.0,1301.0,0.151
1302.0,0.521,1302.0,0.22
1303.0,0.521,1303.0,0.0811
1304.0,0.0,1304.0,0.0
1305.0,0.521,1305.0,0.0463
1306.0,0.0,1306.0,0.0811
1307.0,0.0,1307.0,0.162
1308.0,0.0,1308.0,0.162
1309.0,0.0,1309.0,0.139
1310.0,0.0,1310.0,0.174
1311.0,0.521,1311.0,0.209
1312.0,0.0,1312.0,0.209
1313.0,0.521,1313.0,0.185
1314.0,0.0,1314.0,0.162
1315.0,0.0,1315.0,0.185
1316.0,0.521,1316.0,0.197
1317.0,0.0,1317.0,0.197
1318.0,0.521,1318.0,0.0695
1319.0,0.0,1319.0,0.0463
1320.0,0.0,1320.0,0.162
1321.0,0.0,1321.0,0.162
1322.0,0.0,1322.0,0.185
1323.0,0.521,1323.0,0.209
1324.0,0.0,1324.0,0.151
1325.0,0.0,1325.0,0.197
1326.0,0.0,1326.0,0.197
1327.0,1.04,1327.0,0.197
1328.0,0.0,1328.0,0.174
1329.0,0.0,1329.0,0.185
1330.0,0.0,1330.0,0.243
1331.0,0.521,1331.0,0.243
