senderTs,senderMbps,receiverTs,receiverMbps
855.0,0.0,855.0,0.0811
856.0,0.521,856.0,0.0
857.0,0.0,857.0,0.0
858.0,0.0,858.0,0.0
859.0,0.521,859.0,0.0463
860.0,0.521,860.0,0.0
861.0,0.0,861.0,0.0
862.0,1.04,862.0,0.0
863.0,0.0,863.0,0.104
864.0,0.0,864.0,0.104
865.0,0.0,865.0,0.0927
866.0,0.0,866.0,0.116
867.0,0.0,867.0,0.162
868.0,0.0,868.0,0.104
869.0,0.0,869.0,0.0811
870.0,0.0,870.0,0.0927
871.0,0.0,871.0,0.0811
872.0,0.0,872.0,0.0927
873.0,0.0,873.0,0.0811
874.0,0.0,874.0,0.0811
875.0,0.0,875.0,0.0811
876.0,0.0,876.0,0.0811
877.0,0.0,877.0,0.0811
878.0,0.0,878.0,0.104
879.0,0.0,879.0,0.0348
880.0,0.521,880.0,0.0
881.0,0.0,881.0,0.0116
882.0,0.521,882.0,0.0348
883.0,0.0,883.0,0.0
884.0,0.0,884.0,0.0
885.0,0.521,885.0,0.0579
886.0,0.0,886.0,0.104
887.0,0.0,887.0,0.139
888.0,0.0,888.0,0.0927
889.0,0.0,889.0,0.0811
890.0,0.0,890.0,0.104
891.0,0.0,891.0,0.0811
892.0,0.0,892.0,0.0811
893.0,0.0,893.0,0.0927
894.0,0.0,894.0,0.0695
895.0,0.0,895.0,0.104
896.0,0.0,896.0,0.127
897.0,0.0,897.0,0.139
898.0,0.0,898.0,0.116
899.0,0.0,899.0,0.104
900.0,0.0,900.0,0.116
901.0,0.0,901.0,0.162
902.0,0.521,902.0,0.162
903.0,0.0,903.0,0.162
904.0,0.0,904.0,0.0
905.0,0.0,905.0,0.0
906.0,0.0,906.0,0.0
907.0,0.0,907.0,0.0
908.0,0.521,908.0,0.0463
909.0,0.0,909.0,0.0
910.0,0.0,910.0,0.0
911.0,0.521,911.0,0.104
912.0,0.521,912.0,0.139
913.0,0.0,913.0,0.104
914.0,0.0,914.0,0.0927
915.0,0.0,915.0,0.127
916.0,0.0,916.0,0.162
917.0,0.0,917.0,0.0927
918.0,0.0,918.0,0.139
919.0,0.0,919.0,0.151
920.0,0.0,920.0,0.185
921.0,0.0,921.0,0.209
922.0,0.0,922.0,0.232
923.0,0.0,923.0,0.162
924.0,0.0,924.0,0.0348
925.0,0.0,925.0,0.0
926.0,0.0,926.0,0.0463
927.0,0.0,927.0,0.0
928.0,0.0,928.0,0.0348
929.0,0.521,929.0,0.0695
930.0,0.0,930.0,0.0927
931.0,0.521,931.0,0.0927
932.0,0.521,932.0,0.0811
933.0,0.521,933.0,0.104
934.0,0.0,934.0,0.116
935.0,0.0,935.0,0.0811
936.0,0.0,936.0,0.0579
937.0,0.0,937.0,0.0927
938.0,0.0,938.0,0.151
939.0,0.0,939.0,0.0695
940.0,0.0,940.0,0.0
941.0,0.0,941.0,0.0
942.0,0.0,942.0,0.0
943.0,0.521,943.0,0.0463
944.0,0.0,944.0,0.0
945.0,0.0,945.0,0.0
946.0,0.0,946.0,0.0
947.0,0.0,947.0,0.0695
948.0,0.521,948.0,0.104
949.0,0.0,949.0,0.104
950.0,0.0,950.0,0.0927
951.0,0.0,951.0,0.116
952.0,0.0,952.0,0.127
953.0,0.0,953.0,0.116
954.0,0.0,954.0,0.104
955.0,0.0,955.0,0.139
956.0,0.0,956.0,0.151
957.0,0.0,957.0,0.162
958.0,0.0,958.0,0.162
959.0,0.0,959.0,0.116
960.0,0.0,960.0,0.116
961.0,0.521,961.0,0.104
962.0,0.0,962.0,0.0
963.0,0.0,963.0,0.0
964.0,0.0,964.0,0.0
965.0,0.521,965.0,0.0463
966.0,0.0,966.0,0.0
967.0,0.521,967.0,0.0
968.0,0.0,968.0,0.0
969.0,0.521,969.0,0.0579
970.0,0.0,970.0,0.116
971.0,0.0,971.0,0.151
972.0,0.0,972.0,0.174
973.0,0.0,973.0,0.197
974.0,0.0,974.0,0.232
975.0,0.0,975.0,0.232
976.0,0.0,976.0,0.174
977.0,0.0,977.0,0.174
978.0,0.0,978.0,0.0
979.0,0.0,979.0,0.0
980.0,0.0,980.0,0.0
981.0,0.0,981.0,0.0
982.0,0.0,982.0,0.0
983.0,0.0,983.0,0.0463
984.0,0.0,984.0,0.0
985.0,0.521,985.0,0.0
986.0,0.521,986.0,0.0
987.0,0.0,987.0,0.0
988.0,0.521,988.0,0.0
989.0,0.0,989.0,0.0348
990.0,0.0,990.0,0.104
991.0,0.0,991.0,0.139
992.0,0.0,992.0,0.162
993.0,0.0,993.0,0.232
994.0,0.0,994.0,0.371
995.0,0.0,995.0,0.44
996.0,0.0,996.0,0.0232
997.0,0.0,997.0,0.0
998.0,0.0,998.0,0.0
999.0,0.0,999.0,0.0
1000.0,0.0,1000.0,0.0463
1001.0,0.0,1001.0,0.0
1002.0,0.0,1002.0,0.0
1003.0,0.0,1003.0,0.0463
1004.0,0.0,1004.0,0.0811
1005.0,0.0,1005.0,0.0695
1006.0,1.04,1006.0,0.104
1007.0,0.521,1007.0,0.116
1008.0,0.0,1008.0,0.104
1009.0,0.0,1009.0,0.104
1010.0,0.0,1010.0,0.127
1011.0,0.0,1011.0,0.0811
1012.0,0.0,1012.0,0.139
1013.0,0.0,1013.0,0.232
1014.0,0.0,1014.0,0.0
1015.0,0.0,1015.0,0.0116
1016.0,0.0,1016.0,0.0348
1017.0,0.0,1017.0,0.0811
1018.0,0.0,1018.0,0.116
1019.0,0.0,1019.0,0.0927
1020.0,0.0,1020.0,0.0579
1021.0,0.521,1021.0,0.0695
1022.0,0.0,1022.0,0.0232
1023.0,0.521,1023.0,0.0463
1024.0,0.0,1024.0,0.0348
1025.0,0.0,1025.0,0.0116
1026.0,0.0,1026.0,0.0463
1027.0,0.0,1027.0,0.0463
1028.0,0.0,1028.0,0.0232
1029.0,0.521,1029.0,0.0116
1030.0,0.0,1030.0,0.0116
1031.0,0.0,1031.0,0.0463
1032.0,0.0,1032.0,0.0232
1033.0,0.0,1033.0,0.0
1034.0,0.0,1034.0,0.0
1035.0,0.0,1035.0,0.0116
1036.0,0.0,1036.0,0.0463
1037.0,0.0,1037.0,0.127
1038.0,0.0,1038.0,0.0811
1039.0,0.0,1039.0,0.0811
1040.0,0.0,1040.0,0.0811
1041.0,0.521,1041.0,0.0695
1042.0,0.0,1042.0,0.0348
1043.0,0.0,1043.0,0.0232
1044.0,0.0,1044.0,0.0463
1045.0,0.0,1045.0,0.0579
1046.0,0.0,1046.0,0.0463
1047.0,0.0,1047.0,0.0348
1048.0,0.0,1048.0,0.0463
1049.0,0.0,1049.0,0.0
1050.0,0.0,1050.0,0.0232
1051.0,0.0,1051.0,0.0
1052.0,0.0,1052.0,0.0
1053.0,0.0,1053.0,0.0
1054.0,0.0,1054.0,0.0348
1055.0,0.521,1055.0,0.0116
1056.0,0.0,1056.0,0.0
1057.0,0.0,1057.0,0.0
1058.0,0.0,1058.0,0.0
1059.0,0.0,1059.0,0.0579
1060.0,0.0,1060.0,0.0811
1061.0,0.0,1061.0,0.0811
1062.0,0.0,1062.0,0.0695
1063.0,0.0,1063.0,0.104
1064.0,0.0,1064.0,0.0811
1065.0,0.0,1065.0,0.0927
1066.0,0.0,1066.0,0.0811
1067.0,0.0,1067.0,0.0695
1068.0,0.0,1068.0,0.0927
1069.0,0.0,1069.0,0.0811
1070.0,0.0,1070.0,0.0695
1071.0,0.0,1071.0,0.0579
1072.0,0.0,1072.0,0.116
1073.0,0.0,1073.0,0.29
1074.0,0.0,1074.0,0.0
1075.0,0.0,1075.0,0.0
1076.0,0.0,1076.0,0.0
1077.0,0.0,1077.0,0.0
1078.0,0.0,1078.0,0.0
1079.0,0.0,1079.0,0.0463
1080.0,0.521,1080.0,0.0
1081.0,0.0,1081.0,0.0
1082.0,0.0,1082.0,0.0232
1083.0,0.0,1083.0,0.0463
1084.0,0.521,1084.0,0.0463
1085.0,0.521,1085.0,0.0348
1086.0,0.0,1086.0,0.0579
1087.0,0.0,1087.0,0.0695
1088.0,0.0,1088.0,0.0927
1089.0,0.0,1089.0,0.0811
1090.0,0.0,1090.0,0.0811
1091.0,0.0,1091.0,0.104
1092.0,0.0,1092.0,0.185
1093.0,0.0,1093.0,0.0116
1094.0,0.0,1094.0,0.0811
1095.0,0.0,1095.0,0.0811
1096.0,0.0,1096.0,0.0811
1097.0,0.0,1097.0,0.0579
1098.0,0.0,1098.0,0.0811
1099.0,0.521,1099.0,0.0695
1100.0,0.521,1100.0,0.0463
1101.0,0.0,1101.0,0.0232
1102.0,0.0,1102.0,0.0579
1103.0,0.0,1103.0,0.0463
1104.0,0.0,1104.0,0.0463
1105.0,0.0,1105.0,0.0463
1106.0,0.0,1106.0,0.0579
1107.0,0.0,1107.0,0.0348
1108.0,0.0,1108.0,0.0463
1109.0,0.0,1109.0,0.0116
1110.0,0.0,1110.0,0.0
1111.0,0.0,1111.0,0.0116
1112.0,0.0,1112.0,0.0348
1113.0,0.521,1113.0,0.0
1114.0,0.0,1114.0,0.0695
1115.0,0.0,1115.0,0.0927
1116.0,0.0,1116.0,0.0695
1117.0,0.0,1117.0,0.0695
1118.0,0.0,1118.0,0.0811
1119.0,0.0,1119.0,0.0811
1120.0,0.0,1120.0,0.0811
1121.0,0.0,1121.0,0.0811
1122.0,0.0,1122.0,0.0695
1123.0,0.0,1123.0,0.0695
1124.0,0.0,1124.0,0.0811
1125.0,0.0,1125.0,0.0695
1126.0,0.0,1126.0,0.104
1127.0,0.0,1127.0,0.151
1128.0,0.0,1128.0,0.151
1129.0,0.521,1129.0,0.209
1130.0,0.0,1130.0,0.139
1131.0,0.0,1131.0,0.104
1132.0,0.521,1132.0,0.0695
1133.0,0.0,1133.0,0.0927
1134.0,0.0,1134.0,0.0927
1135.0,0.0,1135.0,0.116
1136.0,0.0,1136.0,0.0232
1137.0,0.0,1137.0,0.0
1138.0,0.521,1138.0,0.0
1139.0,0.0,1139.0,0.0463
1140.0,0.0,1140.0,0.0
1141.0,0.0,1141.0,0.0579
1142.0,0.0,1142.0,0.185
1143.0,0.521,1143.0,0.185
1144.0,0.0,1144.0,0.127
1145.0,0.0,1145.0,0.0927
1146.0,0.521,1146.0,0.0695
1147.0,0.0,1147.0,0.0695
1148.0,0.0,1148.0,0.0811
1149.0,0.0,1149.0,0.0463
1150.0,0.0,1150.0,0.0463
1151.0,0.0,1151.0,0.0695
1152.0,0.0,1152.0,0.0927
1153.0,0.0,1153.0,0.0927
1154.0,0.521,1154.0,0.197
1155.0,0.0,1155.0,0.139
1156.0,0.0,1156.0,0.197
1157.0,0.0,1157.0,0.162
1158.0,0.0,1158.0,0.0927
1159.0,0.0,1159.0,0.0463
1160.0,0.0,1160.0,0.0348
1161.0,0.521,1161.0,0.0463
1162.0,0.0,1162.0,0.0
1163.0,0.521,1163.0,0.0463
1164.0,0.0,1164.0,0.0463
1165.0,0.0,1165.0,0.0116
1166.0,0.0,1166.0,0.0348
1167.0,0.0,1167.0,0.0116
1168.0,0.521,1168.0,0.0348
1169.0,0.0,1169.0,0.197
1170.0,0.0,1170.0,0.232
1171.0,0.0,1171.0,0.301
1172.0,0.0,1172.0,0.197
1173.0,0.0,1173.0,0.127
1174.0,0.0,1174.0,0.0927
1175.0,0.0,1175.0,0.0927
1176.0,0.0,1176.0,0.0811
1177.0,0.0,1177.0,0.0695
1178.0,0.521,1178.0,0.0463
1179.0,0.0,1179.0,0.0579
1180.0,0.0,1180.0,0.0116
1181.0,0.521,1181.0,0.0
1182.0,0.0,1182.0,0.0348
1183.0,0.0,1183.0,0.0116
1184.0,0.0,1184.0,0.0463
1185.0,0.0,1185.0,0.22
1186.0,0.0,1186.0,0.266
1187.0,0.521,1187.0,0.197
1188.0,0.0,1188.0,0.232
1189.0,0.0,1189.0,0.232
1190.0,0.0,1190.0,0.209
1191.0,0.0,1191.0,0.209
1192.0,2.61,1192.0,0.209
1193.0,0.0,1193.0,0.197
1194.0,0.521,1194.0,0.185
1195.0,0.0,1195.0,0.185
1196.0,0.0,1196.0,0.151
1197.0,0.0,1197.0,0.174
1198.0,0.0,1198.0,0.162
1199.0,0.521,1199.0,0.0
1200.0,0.0,1200.0,0.0463
1201.0,0.0,1201.0,0.139
1202.0,0.521,1202.0,0.151
1203.0,0.0,1203.0,0.197
1204.0,0.521,1204.0,0.185
1205.0,0.0,1205.0,0.209
1206.0,0.521,1206.0,0.266
1207.0,0.521,1207.0,0.232
1208.0,0.0,1208.0,0.151
1209.0,0.0,1209.0,0.185
1210.0,0.0,1210.0,0.185
1211.0,0.0,1211.0,0.209
1212.0,0.0,1212.0,0.127
1213.0,0.0,1213.0,0.243
1214.0,0.521,1214.0,0.174
1215.0,0.0,1215.0,0.0695
1216.0,0.521,1216.0,0.151
1217.0,0.0,1217.0,0.139
1218.0,0.0,1218.0,0.139
1219.0,0.0,1219.0,0.174
1220.0,0.521,1220.0,0.162
1221.0,0.521,1221.0,0.0927
1222.0,0.521,1222.0,0.116
1223.0,0.0,1223.0,0.22
1224.0,0.0,1224.0,0.116
1225.0,0.0,1225.0,0.151
1226.0,0.0,1226.0,0.185
1227.0,0.0,1227.0,0.0927
1228.0,0.521,1228.0,0.0463
1229.0,0.0,1229.0,0.185
1230.0,0.0,1230.0,0.185
1231.0,0.0,1231.0,0.151
1232.0,0.521,1232.0,0.185
1233.0,0.0,1233.0,0.139
1234.0,0.521,1234.0,0.116
1235.0,0.521,1235.0,0.209
1236.0,0.0,1236.0,0.151
1237.0,0.0,1237.0,0.0927
1238.0,0.0,1238.0,0.104
1239.0,0.0,1239.0,0.151
1240.0,0.0,1240.0,0.0232
1241.0,0.0,1241.0,0.0463
1242.0,0.521,1242.0,0.0579
1243.0,0.0,1243.0,0.116
1244.0,0.0,1244.0,0.104
1245.0,0.521,1245.0,0.116
1246.0,0.0,1246.0,0.116
1247.0,0.0,1247.0,0.116
1248.0,0.521,1248.0,0.0811
1249.0,0.0,1249.0,0.0579
1250.0,0.0,1250.0,0.104
1251.0,0.0,1251.0,0.139
1252.0,0.0,1252.0,0.0927
1253.0,0.0,1253.0,0.151
1254.0,0.0,1254.0,0.104
1255.0,0.0,1255.0,0.0695
1256.0,0.521,1256.0,0.0579
1257.0,0.0,1257.0,0.162
1258.0,0.0,1258.0,0.127
1259.0,0.0,1259.0,0.116
1260.0,0.521,1260.0,0.104
1261.0,0.0,1261.0,0.0811
1262.0,0.0,1262.0,0.0579
1263.0,0.521,1263.0,0.0463
1264.0,0.0,1264.0,0.0579
1265.0,0.0,1265.0,0.0927
1266.0,0.0,1266.0,0.0579
1267.0,0.0,1267.0,0.0695
1268.0,0.0,1268.0,0.0
1269.0,0.0,1269.0,0.0463
1270.0,0.521,1270.0,0.0
1271.0,0.0,1271.0,0.104
1272.0,0.0,1272.0,0.127
1273.0,0.0,1273.0,0.139
1274.0,0.0,1274.0,0.127
1275.0,0.0,1275.0,0.139
1276.0,0.521,1276.0,0.0927
1277.0,0.0,1277.0,0.104
1278.0,0.0,1278.0,0.104
1279.0,0.0,1279.0,0.127
1280.0,0.0,1280.0,0.116
1281.0,0.0,1281.0,0.0927
1282.0,0.0,1282.0,0.0927
1283.0,0.0,1283.0,0.0
1284.0,0.0,1284.0,0.0463
1285.0,0.0,1285.0,0.0
1286.0,0.0,1286.0,0.0811
1287.0,0.521,1287.0,0.162
1288.0,0.0,1288.0,0.139
1289.0,0.0,1289.0,0.127
1290.0,0.0,1290.0,0.104
1291.0,0.521,1291.0,0.127
1292.0,0.0,1292.0,0.104
1293.0,0.0,1293.0,0.0695
1294.0,0.0,1294.0,0.0695
1295.0,0.0,1295.0,0.0927
1296.0,0.521,1296.0,0.0927
1297.0,0.0,1297.0,0.0927
1298.0,0.0,1298.0,0.0116
1299.0,0.0,1299.0,0.0
1300.0,0.0,1300.0,0.0463
1301.0,0.0,1301.0,0.0232
1302.0,0.0,1302.0,0.151
1303.0,0.521,1303.0,0.139
1304.0,0.0,1304.0,0.104
1305.0,0.0,1305.0,0.116
1306.0,0.0,1306.0,0.127
1307.0,0.521,1307.0,0.0695
1308.0,0.0,1308.0,0.0927
1309.0,0.0,1309.0,0.0579
1310.0,0.0,1310.0,0.0695
1311.0,0.0,1311.0,0.0811
1312.0,0.0,1312.0,0.0116
1313.0,0.0,1313.0,0.0
1314.0,0.0,1314.0,0.0348
1315.0,0.521,1315.0,0.0579
1316.0,0.0,1316.0,0.0811
1317.0,0.0,1317.0,0.0927
1318.0,0.0,1318.0,0.0927
1319.0,0.0,1319.0,0.104
1320.0,0.0,1320.0,0.104
1321.0,0.521,1321.0,0.0811
1322.0,0.0,1322.0,0.104
1323.0,0.0,1323.0,0.0579
1324.0,0.0,1324.0,0.0579
1325.0,0.0,1325.0,0.0811
1326.0,0.0,1326.0,0.0232
1327.0,0.0,1327.0,0.0
1328.0,0.0,1328.0,0.0463
1329.0,0.521,1329.0,0.0579
1330.0,0.0,1330.0,0.0811
1331.0,0.0,1331.0,0.0811
1332.0,0.0,1332.0,0.0695
1333.0,0.0,1333.0,0.0811
1334.0,0.0,1334.0,0.0579
1335.0,0.521,1335.0,0.0695
1336.0,0.0,1336.0,0.104
1337.0,0.0,1337.0,0.0695
1338.0,0.0,1338.0,0.0811
1339.0,0.0,1339.0,0.0579
1340.0,0.0,1340.0,0.0
1341.0,0.0,1341.0,0.0116
1342.0,0.0,1342.0,0.0463
1343.0,0.521,1343.0,0.0927
1344.0,0.0,1344.0,0.0695
1345.0,0.0,1345.0,0.0695
1346.0,0.0,1346.0,0.0463
1347.0,0.0,1347.0,0.0463
1348.0,0.0,1348.0,0.0579
1349.0,0.0,1349.0,0.0811
1350.0,0.521,1350.0,0.0695
1351.0,0.0,1351.0,0.0695
1352.0,0.0,1352.0,0.0463
1353.0,0.0,1353.0,0.0348
1354.0,0.0,1354.0,0.0348
1355.0,0.0,1355.0,0.0116
1356.0,0.0,1356.0,0.0579
1357.0,0.0,1357.0,0.0811
1358.0,0.0,1358.0,0.0927
1359.0,0.0,1359.0,0.104
1360.0,0.521,1360.0,0.0927
1361.0,0.0,1361.0,0.0695
1362.0,0.0,1362.0,0.0927
1363.0,0.0,1363.0,0.0695
1364.0,0.0,1364.0,0.0695
1365.0,0.0,1365.0,0.0811
1366.0,0.0,1366.0,0.0579
1367.0,0.0,1367.0,0.0695
1368.0,0.521,1368.0,0.0116
1369.0,0.0,1369.0,0.0116
1370.0,0.0,1370.0,0.0348
1371.0,0.0,1371.0,0.0579
1372.0,0.0,1372.0,0.104
1373.0,0.0,1373.0,0.116
1374.0,0.0,1374.0,0.0927
1375.0,0.0,1375.0,0.0927
1376.0,0.521,1376.0,0.0927
1377.0,0.0,1377.0,0.104
1378.0,0.0,1378.0,0.0695
1379.0,0.0,1379.0,0.0927
1380.0,0.0,1380.0,0.116
1381.0,0.0,1381.0,0.0695
1382.0,0.0,1382.0,0.0811
1383.0,0.0,1383.0,0.0116
1384.0,0.0,1384.0,0.0
1385.0,0.521,1385.0,0.0463
1386.0,0.0,1386.0,0.0811
1387.0,0.0,1387.0,0.0811
1388.0,0.0,1388.0,0.104
1389.0,0.0,1389.0,0.0927
1390.0,0.0,1390.0,0.0927
1391.0,0.521,1391.0,0.104
1392.0,0.0,1392.0,0.104
1393.0,0.0,1393.0,0.0927
1394.0,0.0,1394.0,0.0811
1395.0,0.0,1395.0,0.104
1396.0,0.0,1396.0,0.0695
