senderTs,senderMbps,receiverTs,receiverMbps
852.0,0.0,852.0,0.174
853.0,0.521,853.0,0.139
854.0,0.0,854.0,0.116
855.0,0.0,855.0,0.104
856.0,0.0,856.0,0.0927
857.0,0.0,857.0,0.0811
858.0,0.0,858.0,0.0579
859.0,0.521,859.0,0.0232
860.0,0.0,860.0,0.0232
861.0,0.0,861.0,0.0579
862.0,0.0,862.0,0.0232
863.0,0.0,863.0,0.0463
864.0,0.0,864.0,0.0463
865.0,0.0,865.0,0.0348
866.0,0.0,866.0,0.0232
867.0,0.521,867.0,0.0463
868.0,0.0,868.0,0.0
869.0,0.0,869.0,0.0463
870.0,0.0,870.0,0.0232
871.0,0.0,871.0,0.0
872.0,0.0,872.0,0.0
873.0,0.0,873.0,0.0
874.0,0.0,874.0,0.0
875.0,0.0,875.0,0.0232
876.0,0.0,876.0,0.0232
877.0,0.0,877.0,0.0
878.0,0.0,878.0,0.0116
879.0,0.0,879.0,0.185
880.0,0.0,880.0,0.29
881.0,0.0,881.0,0.313
882.0,0.0,882.0,0.243
883.0,0.521,883.0,0.278
884.0,0.0,884.0,0.162
885.0,0.521,885.0,0.185
886.0,0.0,886.0,0.174
887.0,0.521,887.0,0.162
888.0,0.0,888.0,0.162
889.0,0.0,889.0,0.139
890.0,0.0,890.0,0.0811
891.0,0.0,891.0,0.0695
892.0,0.0,892.0,0.0811
893.0,0.0,893.0,0.0811
894.0,0.521,894.0,0.116
895.0,0.0,895.0,0.104
896.0,0.0,896.0,0.0579
897.0,0.0,897.0,0.0579
898.0,0.0,898.0,0.0579
899.0,0.521,899.0,0.0116
900.0,0.0,900.0,0.0348
901.0,0.0,901.0,0.0348
902.0,0.0,902.0,0.0116
903.0,0.521,903.0,0.0232
904.0,0.0,904.0,0.0348
905.0,0.0,905.0,0.0232
906.0,0.0,906.0,0.0579
907.0,0.0,907.0,0.0116
908.0,0.0,908.0,0.0
909.0,0.0,909.0,0.0
910.0,0.0,910.0,0.0116
911.0,0.0,911.0,0.0348
912.0,0.0,912.0,0.0116
913.0,0.0,913.0,0.185
914.0,0.0,914.0,0.174
915.0,0.0,915.0,0.197
916.0,0.0,916.0,0.185
917.0,0.0,917.0,0.197
918.0,0.521,918.0,0.197
919.0,0.0,919.0,0.174
920.0,0.0,920.0,0.185
921.0,0.0,921.0,0.209
922.0,0.521,922.0,0.162
923.0,0.0,923.0,0.0927
924.0,0.0,924.0,0.104
925.0,0.521,925.0,0.0927
926.0,0.521,926.0,0.0
927.0,0.0,927.0,0.0
928.0,0.521,928.0,0.0
929.0,0.0,929.0,0.0
930.0,0.0,930.0,0.0463
931.0,0.0,931.0,0.0
932.0,0.0,932.0,0.0
933.0,0.0,933.0,0.0
934.0,0.0,934.0,0.0
935.0,0.0,935.0,0.0
936.0,0.0,936.0,0.0
937.0,0.0,937.0,0.0
938.0,0.0,938.0,0.0
939.0,0.0,939.0,0.0116
940.0,0.0,940.0,0.116
941.0,0.0,941.0,0.151
942.0,0.0,942.0,0.197
943.0,0.0,943.0,0.243
944.0,0.0,944.0,0.174
945.0,0.0,945.0,0.185
946.0,0.0,946.0,0.209
947.0,0.0,947.0,0.22
948.0,0.0,948.0,0.0
949.0,0.0,949.0,0.0
950.0,0.0,950.0,0.0116
951.0,0.521,951.0,0.0
952.0,0.0,952.0,0.0
953.0,0.521,953.0,0.0
954.0,0.0,954.0,0.0
955.0,0.0,955.0,0.0
956.0,0.521,956.0,0.0
957.0,0.0,957.0,0.0
958.0,0.0,958.0,0.0
959.0,0.0,959.0,0.0
960.0,0.0,960.0,0.0232
961.0,0.0,961.0,0.0116
962.0,0.0,962.0,0.0116
963.0,0.0,963.0,0.0
964.0,0.0,964.0,0.0
965.0,0.0,965.0,0.0
966.0,0.0,966.0,0.0116
967.0,0.0,967.0,0.209
968.0,0.0,968.0,0.336
969.0,0.0,969.0,0.185
970.0,0.0,970.0,0.255
971.0,0.521,971.0,0.22
972.0,0.0,972.0,0.197
973.0,0.0,973.0,0.243
974.0,0.521,974.0,0.139
975.0,0.0,975.0,0.0811
976.0,0.0,976.0,0.0695
977.0,0.0,977.0,0.0463
978.0,0.0,978.0,0.0695
979.0,0.0,979.0,0.0695
980.0,0.0,980.0,0.0695
981.0,0.0,981.0,0.0811
982.0,0.521,982.0,0.0811
983.0,0.0,983.0,0.0811
984.0,0.0,984.0,0.0811
985.0,0.0,985.0,0.0927
986.0,0.0,986.0,0.0348
987.0,0.521,987.0,0.0232
988.0,0.0,988.0,0.0348
989.0,0.0,989.0,0.0348
990.0,0.0,990.0,0.0579
991.0,0.0,991.0,0.0811
992.0,0.521,992.0,0.0
993.0,0.0,993.0,0.0
994.0,0.0,994.0,0.0463
995.0,0.0,995.0,0.162
996.0,0.0,996.0,0.185
997.0,0.0,997.0,0.162
998.0,0.521,998.0,0.185
999.0,0.0,999.0,0.0695
1000.0,0.0,1000.0,0.104
1001.0,0.0,1001.0,0.0927
1002.0,0.0,1002.0,0.0695
1003.0,0.0,1003.0,0.0116
1004.0,0.0,1004.0,0.0463
1005.0,0.0,1005.0,0.0348
1006.0,0.521,1006.0,0.0695
1007.0,0.0,1007.0,0.0695
1008.0,0.0,1008.0,0.0579
1009.0,0.521,1009.0,0.0579
1010.0,0.0,1010.0,0.0
1011.0,0.0,1011.0,0.0116
1012.0,0.0,1012.0,0.0348
1013.0,0.0,1013.0,0.127
1014.0,0.0,1014.0,0.278
1015.0,0.0,1015.0,0.185
1016.0,0.0,1016.0,0.197
1017.0,0.0,1017.0,0.209
1018.0,0.0,1018.0,0.104
1019.0,0.521,1019.0,0.0811
1020.0,0.0,1020.0,0.0811
1021.0,0.0,1021.0,0.0927
1022.0,0.0,1022.0,0.151
1023.0,0.0,1023.0,0.127
1024.0,0.0,1024.0,0.0695
1025.0,0.0,1025.0,0.0579
1026.0,0.521,1026.0,0.0232
1027.0,0.0,1027.0,0.0
1028.0,0.0,1028.0,0.0
1029.0,0.0,1029.0,0.0
1030.0,0.521,1030.0,0.0
1031.0,0.0,1031.0,0.0
1032.0,0.0,1032.0,0.0348
1033.0,0.0,1033.0,0.0116
1034.0,0.0,1034.0,0.0
1035.0,0.0,1035.0,0.0
1036.0,0.0,1036.0,0.0927
1037.0,0.0,1037.0,0.162
1038.0,0.0,1038.0,0.127
1039.0,0.0,1039.0,0.0811
1040.0,0.0,1040.0,0.127
1041.0,0.0,1041.0,0.127
1042.0,0.0,1042.0,0.104
1043.0,0.521,1043.0,0.116
1044.0,0.0,1044.0,0.0927
1045.0,0.0,1045.0,0.116
1046.0,0.0,1046.0,0.151
1047.0,0.0,1047.0,0.116
1048.0,0.0,1048.0,0.0811
1049.0,0.0,1049.0,0.0811
1050.0,0.521,1050.0,0.0811
1051.0,0.0,1051.0,0.0927
1052.0,0.0,1052.0,0.0927
1053.0,0.521,1053.0,0.0695
1054.0,0.0,1054.0,0.0695
1055.0,0.521,1055.0,0.0811
1056.0,0.0,1056.0,0.0
1057.0,0.0,1057.0,0.0
1058.0,0.0,1058.0,0.0
1059.0,0.0,1059.0,0.0
1060.0,0.0,1060.0,0.0
1061.0,0.0,1061.0,0.0116
1062.0,0.0,1062.0,0.0348
1063.0,0.0,1063.0,0.0
1064.0,0.0,1064.0,0.0
1065.0,0.0,1065.0,0.0
1066.0,0.0,1066.0,0.0811
1067.0,0.0,1067.0,0.174
1068.0,0.0,1068.0,0.243
1069.0,0.0,1069.0,0.232
1070.0,0.0,1070.0,0.197
1071.0,0.0,1071.0,0.151
1072.0,0.0,1072.0,0.127
1073.0,0.0,1073.0,0.139
1074.0,0.0,1074.0,0.104
1075.0,0.521,1075.0,0.0811
1076.0,0.0,1076.0,0.127
1077.0,0.0,1077.0,0.104
1078.0,0.0,1078.0,0.0927
1079.0,0.0,1079.0,0.116
1080.0,0.521,1080.0,0.151
1081.0,0.0,1081.0,0.116
1082.0,0.521,1082.0,0.127
1083.0,0.0,1083.0,0.116
1084.0,0.0,1084.0,0.116
1085.0,0.0,1085.0,0.0
1086.0,0.521,1086.0,0.0
1087.0,0.0,1087.0,0.0
1088.0,0.521,1088.0,0.0
1089.0,0.0,1089.0,0.0116
1090.0,0.0,1090.0,0.0348
1091.0,0.521,1091.0,0.0811
1092.0,0.0,1092.0,0.116
1093.0,0.0,1093.0,0.104
1094.0,0.0,1094.0,0.0579
1095.0,0.0,1095.0,0.0695
1096.0,0.0,1096.0,0.0579
1097.0,0.0,1097.0,0.0232
1098.0,0.0,1098.0,0.0232
1099.0,0.0,1099.0,0.0463
1100.0,0.0,1100.0,0.0232
1101.0,0.0,1101.0,0.0348
1102.0,0.0,1102.0,0.0579
1103.0,0.521,1103.0,0.0
1104.0,0.0,1104.0,0.0116
1105.0,0.0,1105.0,0.0232
1106.0,0.0,1106.0,0.0116
1107.0,0.0,1107.0,0.0463
1108.0,0.0,1108.0,0.0
1109.0,0.0,1109.0,0.0
1110.0,0.0,1110.0,0.0116
1111.0,0.0,1111.0,0.0348
1112.0,0.0,1112.0,0.0116
1113.0,0.0,1113.0,0.116
1114.0,0.0,1114.0,0.127
1115.0,0.0,1115.0,0.104
1116.0,0.0,1116.0,0.0927
1117.0,0.0,1117.0,0.127
1118.0,0.521,1118.0,0.127
1119.0,0.0,1119.0,0.104
1120.0,0.0,1120.0,0.0927
1121.0,0.0,1121.0,0.0695
1122.0,0.0,1122.0,0.0463
1123.0,0.0,1123.0,0.0463
1124.0,0.0,1124.0,0.0579
1125.0,0.521,1125.0,0.0695
1126.0,0.0,1126.0,0.0927
1127.0,0.0,1127.0,0.162
1128.0,0.521,1128.0,0.209
1129.0,0.0,1129.0,0.0463
1130.0,0.0,1130.0,0.0348
1131.0,0.0,1131.0,0.0116
1132.0,0.0,1132.0,0.0463
1133.0,0.0,1133.0,0.116
1134.0,0.0,1134.0,0.0927
1135.0,0.0,1135.0,0.104
1136.0,0.521,1136.0,0.139
1137.0,0.0,1137.0,0.116
1138.0,0.0,1138.0,0.162
1139.0,0.0,1139.0,0.185
1140.0,0.521,1140.0,0.104
1141.0,0.0,1141.0,0.0927
1142.0,0.521,1142.0,0.116
1143.0,0.0,1143.0,0.0348
1144.0,0.0,1144.0,0.0
1145.0,0.0,1145.0,0.0463
1146.0,0.0,1146.0,0.0
1147.0,0.0,1147.0,0.0
1148.0,0.0,1148.0,0.0
1149.0,0.0,1149.0,0.0
1150.0,0.0,1150.0,0.0579
1151.0,0.0,1151.0,0.0927
1152.0,0.0,1152.0,0.116
1153.0,0.0,1153.0,0.139
1154.0,0.0,1154.0,0.116
1155.0,0.0,1155.0,0.0348
1156.0,0.0,1156.0,0.0116
1157.0,0.521,1157.0,0.0232
1158.0,0.0,1158.0,0.0927
1159.0,0.0,1159.0,0.104
1160.0,0.521,1160.0,0.104
1161.0,0.0,1161.0,0.0463
1162.0,0.0,1162.0,0.0463
1163.0,0.0,1163.0,0.0811
1164.0,0.0,1164.0,0.151
1165.0,0.0,1165.0,0.0811
1166.0,0.0,1166.0,0.116
1167.0,0.521,1167.0,0.0927
1168.0,0.0,1168.0,0.104
1169.0,0.0,1169.0,0.104
1170.0,0.0,1170.0,0.139
1171.0,0.0,1171.0,0.139
1172.0,0.521,1172.0,0.0927
1173.0,0.0,1173.0,0.0695
1174.0,0.0,1174.0,0.0695
1175.0,0.0,1175.0,0.0463
1176.0,0.0,1176.0,0.0116
1177.0,0.0,1177.0,0.0
1178.0,0.521,1178.0,0.0
1179.0,0.0,1179.0,0.0116
1180.0,0.0,1180.0,0.0348
1181.0,0.0,1181.0,0.0
1182.0,0.0,1182.0,0.0
1183.0,0.0,1183.0,0.0695
1184.0,0.0,1184.0,0.104
1185.0,0.0,1185.0,0.162
1186.0,0.0,1186.0,0.174
1187.0,0.0,1187.0,0.139
1188.0,0.0,1188.0,0.127
1189.0,0.0,1189.0,0.127
1190.0,0.0,1190.0,0.127
1191.0,0.0,1191.0,0.116
1192.0,0.0,1192.0,0.104
1193.0,0.521,1193.0,0.0
1194.0,0.0,1194.0,0.0
1195.0,0.0,1195.0,0.0
1196.0,0.521,1196.0,0.0
1197.0,0.0,1197.0,0.0
1198.0,0.0,1198.0,0.0232
1199.0,0.0,1199.0,0.0232
1200.0,0.0,1200.0,0.0
1201.0,0.0,1201.0,0.0579
1202.0,0.0,1202.0,0.0811
1203.0,0.0,1203.0,0.0579
1204.0,0.0,1204.0,0.0579
1205.0,0.0,1205.0,0.0579
1206.0,0.0,1206.0,0.0695
1207.0,0.0,1207.0,0.0463
1208.0,0.0,1208.0,0.0579
1209.0,0.0,1209.0,0.0579
1210.0,0.0,1210.0,0.0579
1211.0,0.0,1211.0,0.0579
1212.0,0.0,1212.0,0.0579
1213.0,0.521,1213.0,0.0695
1214.0,0.0,1214.0,0.0463
1215.0,0.0,1215.0,0.0811
1216.0,0.0,1216.0,0.0232
1217.0,0.0,1217.0,0.0348
1218.0,0.521,1218.0,0.0463
1219.0,0.0,1219.0,0.0116
1220.0,0.0,1220.0,0.0
1221.0,0.0,1221.0,0.0
1222.0,0.0,1222.0,0.0116
1223.0,0.0,1223.0,0.0348
1224.0,0.0,1224.0,0.0
1225.0,0.0,1225.0,0.0116
1226.0,0.0,1226.0,0.162
1227.0,0.0,1227.0,0.139
1228.0,0.0,1228.0,0.151
1229.0,0.0,1229.0,0.22
1230.0,0.0,1230.0,0.104
1231.0,0.521,1231.0,0.104
1232.0,0.0,1232.0,0.116
1233.0,0.0,1233.0,0.139
1234.0,0.521,1234.0,0.151
1235.0,0.0,1235.0,0.104
1236.0,0.0,1236.0,0.0927
1237.0,0.0,1237.0,0.0927
1238.0,0.521,1238.0,0.0579
1239.0,0.0,1239.0,0.104
1240.0,0.0,1240.0,0.255
1241.0,0.521,1241.0,0.22
1242.0,0.0,1242.0,0.151
1243.0,0.0,1243.0,0.116
1244.0,0.0,1244.0,0.0927
1245.0,0.521,1245.0,0.0695
1246.0,0.0,1246.0,0.0695
1247.0,0.0,1247.0,0.0811
1248.0,0.0,1248.0,0.0927
1249.0,0.0,1249.0,0.104
1250.0,0.0,1250.0,0.0463
1251.0,0.0,1251.0,0.0463
1252.0,0.521,1252.0,0.0232
1253.0,0.0,1253.0,0.0695
1254.0,0.0,1254.0,0.0811
1255.0,0.0,1255.0,0.0927
1256.0,0.0,1256.0,0.0579
1257.0,0.521,1257.0,0.0232
1258.0,0.0,1258.0,0.0232
1259.0,0.0,1259.0,0.0
1260.0,0.0,1260.0,0.0
1261.0,0.0,1261.0,0.0
1262.0,0.0,1262.0,0.0
1263.0,0.0,1263.0,0.0
1264.0,0.0,1264.0,0.0232
1265.0,0.0,1265.0,0.0232
1266.0,0.0,1266.0,0.0
1267.0,0.0,1267.0,0.0
1268.0,0.0,1268.0,0.0927
1269.0,0.0,1269.0,0.44
1270.0,0.521,1270.0,0.301
1271.0,0.521,1271.0,0.324
1272.0,0.0,1272.0,0.278
1273.0,0.0,1273.0,0.185
1274.0,0.521,1274.0,0.139
1275.0,0.0,1275.0,0.0927
1276.0,0.0,1276.0,0.0927
1277.0,0.521,1277.0,0.127
1278.0,0.0,1278.0,0.0579
1279.0,0.0,1279.0,0.104
1280.0,0.0,1280.0,0.0463
1281.0,0.0,1281.0,0.0811
1282.0,0.0,1282.0,0.0695
1283.0,0.521,1283.0,0.0
1284.0,0.0,1284.0,0.0
1285.0,0.0,1285.0,0.0
1286.0,0.0,1286.0,0.0
1287.0,0.0,1287.0,0.0463
1288.0,0.0,1288.0,0.0
1289.0,0.0,1289.0,0.0
1290.0,0.0,1290.0,0.0
1291.0,0.0,1291.0,0.0
1292.0,0.0,1292.0,0.0116
1293.0,0.0,1293.0,0.0695
1294.0,0.0,1294.0,0.139
1295.0,0.0,1295.0,0.209
1296.0,0.0,1296.0,0.209
1297.0,0.0,1297.0,0.359
1298.0,0.0,1298.0,0.336
1299.0,0.521,1299.0,0.29
1300.0,0.0,1300.0,0.313
1301.0,1.04,1301.0,0.0463
1302.0,0.0,1302.0,0.0
1303.0,0.0,1303.0,0.0463
1304.0,0.0,1304.0,0.0116
1305.0,0.0,1305.0,0.29
1306.0,0.0,1306.0,0.209
1307.0,0.521,1307.0,0.197
1308.0,0.0,1308.0,0.255
1309.0,0.521,1309.0,0.185
1310.0,0.0,1310.0,0.185
1311.0,0.0,1311.0,0.174
1312.0,0.0,1312.0,0.162
1313.0,0.0,1313.0,0.197
1314.0,0.0,1314.0,0.197
1315.0,0.521,1315.0,0.151
1316.0,0.0,1316.0,0.139
1317.0,0.0,1317.0,0.0927
1318.0,0.521,1318.0,0.0695
1319.0,0.0,1319.0,0.0695
1320.0,0.521,1320.0,0.0579
1321.0,0.0,1321.0,0.0
1322.0,0.0,1322.0,0.0
1323.0,0.521,1323.0,0.0
1324.0,0.0,1324.0,0.0
1325.0,0.0,1325.0,0.0
1326.0,0.0,1326.0,0.0
1327.0,0.0,1327.0,0.0
1328.0,0.0,1328.0,0.0
1329.0,0.0,1329.0,0.0
1330.0,0.0,1330.0,0.0116
1331.0,0.0,1331.0,0.0348
1332.0,0.0,1332.0,0.0
1333.0,0.0,1333.0,0.0
1334.0,0.0,1334.0,0.139
1335.0,0.0,1335.0,0.556
1336.0,0.521,1336.0,0.359
1337.0,0.0,1337.0,0.336
1338.0,0.521,1338.0,0.209
1339.0,0.0,1339.0,0.22
1340.0,0.0,1340.0,0.174
1341.0,0.0,1341.0,0.151
1342.0,0.0,1342.0,0.139
1343.0,0.521,1343.0,0.0927
1344.0,0.0,1344.0,0.151
1345.0,0.0,1345.0,0.139
1346.0,0.0,1346.0,0.139
1347.0,0.0,1347.0,0.232
1348.0,0.521,1348.0,0.127
1349.0,0.0,1349.0,0.0927
1350.0,0.521,1350.0,0.116
1351.0,0.0,1351.0,0.0695
1352.0,0.521,1352.0,0.0927
1353.0,0.0,1353.0,0.0695
1354.0,0.0,1354.0,0.0
1355.0,0.521,1355.0,0.0348
1356.0,0.0,1356.0,0.0116
1357.0,0.0,1357.0,0.0
1358.0,0.0,1358.0,0.0811
1359.0,0.0,1359.0,0.255
1360.0,0.0,1360.0,0.255
1361.0,0.0,1361.0,0.243
1362.0,0.0,1362.0,0.243
1363.0,0.0,1363.0,0.232
1364.0,0.0,1364.0,0.209
1365.0,0.0,1365.0,0.22
1366.0,0.0,1366.0,0.22
1367.0,0.0,1367.0,0.394
1368.0,0.0,1368.0,0.266
1369.0,0.0,1369.0,0.185
1370.0,0.521,1370.0,0.0
1371.0,0.0,1371.0,0.0
1372.0,0.521,1372.0,0.0
1373.0,1.56,1373.0,0.0116
1374.0,0.0,1374.0,0.0348
1375.0,0.0,1375.0,0.0
1376.0,0.0,1376.0,0.0
1377.0,0.0,1377.0,0.0348
1378.0,0.0,1378.0,0.116
1379.0,0.0,1379.0,0.116
1380.0,0.0,1380.0,0.0927
1381.0,0.0,1381.0,0.116
1382.0,0.0,1382.0,0.0927
1383.0,0.0,1383.0,0.0927
1384.0,0.0,1384.0,0.104
1385.0,0.0,1385.0,0.116
1386.0,0.0,1386.0,0.22
1387.0,0.521,1387.0,0.116
1388.0,0.521,1388.0,0.174
1389.0,0.521,1389.0,0.29
1390.0,0.0,1390.0,0.0348
1391.0,0.0,1391.0,0.127
1392.0,0.521,1392.0,0.243
1393.0,0.0,1393.0,0.209
1394.0,0.0,1394.0,0.209
1395.0,0.521,1395.0,0.174
1396.0,0.0,1396.0,0.139
1397.0,0.0,1397.0,0.139
1398.0,0.0,1398.0,0.0695
1399.0,0.521,1399.0,0.0927
1400.0,0.0,1400.0,0.0927
1401.0,0.0,1401.0,0.116
1402.0,0.0,1402.0,0.0348
1403.0,0.521,1403.0,0.0463
1404.0,0.0,1404.0,0.0811
1405.0,0.0,1405.0,0.197
1406.0,0.0,1406.0,0.232
1407.0,0.0,1407.0,0.255
1408.0,0.0,1408.0,0.29
1409.0,0.0,1409.0,0.162
1410.0,0.0,1410.0,0.139
1411.0,0.521,1411.0,0.22
1412.0,0.0,1412.0,0.209
1413.0,0.521,1413.0,0.151
1414.0,0.0,1414.0,0.174
1415.0,0.0,1415.0,0.185
1416.0,0.521,1416.0,0.0348
1417.0,0.0,1417.0,0.0
1418.0,0.521,1418.0,0.0
1419.0,0.0,1419.0,0.0232
1420.0,0.0,1420.0,0.0232
1421.0,0.0,1421.0,0.0
1422.0,0.0,1422.0,0.0
1423.0,0.0,1423.0,0.0579
1424.0,0.0,1424.0,0.232
1425.0,0.0,1425.0,0.22
1426.0,0.0,1426.0,0.22
1427.0,0.0,1427.0,0.151
1428.0,0.0,1428.0,0.116
1429.0,0.0,1429.0,0.116
1430.0,0.0,1430.0,0.116
1431.0,0.521,1431.0,0.116
1432.0,0.0,1432.0,0.116
1433.0,0.0,1433.0,0.139
1434.0,0.0,1434.0,0.116
1435.0,0.521,1435.0,0.127
1436.0,0.0,1436.0,0.104
1437.0,0.521,1437.0,0.139
1438.0,0.0,1438.0,0.0927
1439.0,0.0,1439.0,0.104
1440.0,0.521,1440.0,0.104
1441.0,0.0,1441.0,0.116
1442.0,0.0,1442.0,0.0
1443.0,0.0,1443.0,0.0
1444.0,0.521,1444.0,0.0
1445.0,0.0,1445.0,0.0
1446.0,0.0,1446.0,0.0116
1447.0,0.0,1447.0,0.0348
1448.0,0.0,1448.0,0.0
1449.0,0.0,1449.0,0.0348
1450.0,0.0,1450.0,0.197
1451.0,0.0,1451.0,0.243
1452.0,0.0,1452.0,0.209
1453.0,0.521,1453.0,0.197
1454.0,0.0,1454.0,0.243
1455.0,0.521,1455.0,0.209
1456.0,0.0,1456.0,0.197
1457.0,0.0,1457.0,0.197
1458.0,0.0,1458.0,0.185
1459.0,0.521,1459.0,0.162
1460.0,0.0,1460.0,0.127
1461.0,0.521,1461.0,0.162
1462.0,0.0,1462.0,0.174
1463.0,0.521,1463.0,0.127
1464.0,0.0,1464.0,0.116
1465.0,0.0,1465.0,0.0
1466.0,0.0,1466.0,0.0116
1467.0,0.0,1467.0,0.0348
1468.0,0.0,1468.0,0.0
1469.0,0.0,1469.0,0.0
1470.0,0.0,1470.0,0.116
1471.0,0.0,1471.0,0.0927
1472.0,0.0,1472.0,0.139
1473.0,0.0,1473.0,0.197
1474.0,0.0,1474.0,0.255
1475.0,0.0,1475.0,0.301
1476.0,0.521,1476.0,0.266
1477.0,0.0,1477.0,0.151
1478.0,0.521,1478.0,0.162
1479.0,0.0,1479.0,0.127
1480.0,0.521,1480.0,0.139
1481.0,0.521,1481.0,0.209
1482.0,0.521,1482.0,0.209
1483.0,0.0,1483.0,0.197
1484.0,0.0,1484.0,0.0
1485.0,0.0,1485.0,0.0116
1486.0,0.0,1486.0,0.0348
1487.0,0.0,1487.0,0.22
1488.0,0.0,1488.0,0.359
1489.0,0.521,1489.0,0.232
1490.0,0.0,1490.0,0.151
1491.0,0.521,1491.0,0.127
1492.0,0.0,1492.0,0.116
1493.0,0.0,1493.0,0.0927
1494.0,0.0,1494.0,0.0695
1495.0,0.0,1495.0,0.0811
1496.0,0.0,1496.0,0.116
1497.0,0.521,1497.0,0.0695
1498.0,0.0,1498.0,0.0695
1499.0,0.0,1499.0,0.0811
1500.0,0.0,1500.0,0.0811
1501.0,0.0,1501.0,0.0695
1502.0,0.521,1502.0,0.0927
1503.0,0.0,1503.0,0.0927
1504.0,0.0,1504.0,0.0927
1505.0,0.0,1505.0,0.0695
1506.0,0.0,1506.0,0.0463
1507.0,0.521,1507.0,0.116
1508.0,0.0,1508.0,0.0116
1509.0,0.0,1509.0,0.0
1510.0,0.0,1510.0,0.0
1511.0,0.0,1511.0,0.0463
1512.0,0.0,1512.0,0.0
1513.0,0.0,1513.0,0.0
1514.0,0.0,1514.0,0.0
1515.0,0.0,1515.0,0.0232
1516.0,0.0,1516.0,0.232
1517.0,0.0,1517.0,0.209
1518.0,0.0,1518.0,0.185
1519.0,0.0,1519.0,0.174
1520.0,0.0,1520.0,0.185
1521.0,0.0,1521.0,0.232
1522.0,0.0,1522.0,0.301
1523.0,0.0,1523.0,0.313
1524.0,1.56,1524.0,0.278
1525.0,0.521,1525.0,0.359
1526.0,0.521,1526.0,0.324
1527.0,0.521,1527.0,0.336
1528.0,0.0,1528.0,0.174
1529.0,0.0,1529.0,0.162
1530.0,0.0,1530.0,0.162
1531.0,0.521,1531.0,0.174
1532.0,0.0,1532.0,0.255
1533.0,0.0,1533.0,0.255
1534.0,0.521,1534.0,0.185
1535.0,0.0,1535.0,0.243
1536.0,0.0,1536.0,0.151
1537.0,0.521,1537.0,0.151
1538.0,0.0,1538.0,0.116
1539.0,0.0,1539.0,0.185
1540.0,0.521,1540.0,0.104
1541.0,0.521,1541.0,0.0
1542.0,0.0,1542.0,0.0463
1543.0,0.0,1543.0,0.0
1544.0,0.0,1544.0,0.0
1545.0,0.0,1545.0,0.0
1546.0,0.0,1546.0,0.127
1547.0,0.0,1547.0,0.151
1548.0,0.0,1548.0,0.127
1549.0,0.0,1549.0,0.151
1550.0,0.0,1550.0,0.162
1551.0,0.0,1551.0,0.151
1552.0,0.0,1552.0,0.139
1553.0,0.0,1553.0,0.127
1554.0,0.0,1554.0,0.22
1555.0,0.0,1555.0,0.185
1556.0,0.521,1556.0,0.185
1557.0,0.0,1557.0,0.197
1558.0,0.521,1558.0,0.243
1559.0,0.0,1559.0,0.209
1560.0,0.521,1560.0,0.139
1561.0,0.0,1561.0,0.232
1562.0,0.521,1562.0,0.0
1563.0,0.0,1563.0,0.0
1564.0,0.521,1564.0,0.0
1565.0,0.0,1565.0,0.0
1566.0,0.0,1566.0,0.0
1567.0,0.0,1567.0,0.0
1568.0,0.0,1568.0,0.0
1569.0,0.0,1569.0,0.0
1570.0,0.0,1570.0,0.0463
1571.0,0.0,1571.0,0.0
1572.0,0.0,1572.0,0.0463
1573.0,0.0,1573.0,0.324
1574.0,0.0,1574.0,0.324
1575.0,0.521,1575.0,0.348
1576.0,0.0,1576.0,0.232
1577.0,0.521,1577.0,0.324
1578.0,0.0,1578.0,0.313
1579.0,0.521,1579.0,0.313
1580.0,0.0,1580.0,0.255
1581.0,0.0,1581.0,0.232
1582.0,0.0,1582.0,0.22
1583.0,0.521,1583.0,0.29
1584.0,0.0,1584.0,0.278
1585.0,0.521,1585.0,0.209
1586.0,0.0,1586.0,0.313
1587.0,1.04,1587.0,0.301
1588.0,0.521,1588.0,0.232
1589.0,0.0,1589.0,0.22
1590.0,0.521,1590.0,0.0463
1591.0,0.0,1591.0,0.0
1592.0,0.521,1592.0,0.0
1593.0,0.0,1593.0,0.0
1594.0,0.0,1594.0,0.0116
1595.0,0.0,1595.0,0.0348
1596.0,0.0,1596.0,0.0
1597.0,0.0,1597.0,0.0116
1598.0,0.0,1598.0,0.197
1599.0,0.0,1599.0,0.255
1600.0,0.0,1600.0,0.29
1601.0,0.0,1601.0,0.278
1602.0,0.0,1602.0,0.243
1603.0,0.0,1603.0,0.243
1604.0,0.0,1604.0,0.266
1605.0,0.0,1605.0,0.255
1606.0,0.0,1606.0,0.243
1607.0,0.0,1607.0,0.266
1608.0,0.0,1608.0,0.348
1609.0,0.0,1609.0,0.29
1610.0,0.0,1610.0,0.278
1611.0,0.0,1611.0,0.371
1612.0,0.0,1612.0,0.382
1613.0,0.0,1613.0,0.174
1614.0,0.0,1614.0,0.0
1615.0,0.521,1615.0,0.0
1616.0,0.521,1616.0,0.0
1617.0,0.521,1617.0,0.0
1618.0,2.61,1618.0,0.0
1619.0,0.0,1619.0,0.0
1620.0,0.0,1620.0,0.0463
1621.0,0.0,1621.0,0.0
1622.0,0.0,1622.0,0.0
1623.0,0.0,1623.0,0.104
1624.0,0.0,1624.0,0.255
1625.0,0.0,1625.0,0.255
1626.0,0.0,1626.0,0.255
1627.0,0.0,1627.0,0.266
1628.0,0.0,1628.0,0.243
